Accession	Requested_species	NCBI_organism	NCBI_accepted_species	Phylum	Class	Order	Family	Genus	Taxonomy_source
KU293793.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293794.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293795.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293796.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293797.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293798.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293799.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293800.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293801.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293802.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293803.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293804.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293805.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293806.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293808.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293809.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293810.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293811.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293812.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293813.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293814.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293815.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293816.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293817.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293818.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293819.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293820.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293821.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293822.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293823.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293824.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293825.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293826.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293827.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293828.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293829.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293830.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293831.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293832.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293833.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293834.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293835.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293836.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293837.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293838.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293839.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293840.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293841.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293842.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293843.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293844.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293845.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293846.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293847.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293848.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293849.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293850.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293851.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293852.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293853.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293854.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293855.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293856.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293857.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293858.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293859.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293860.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293861.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293862.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293863.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293864.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293865.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293866.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293867.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293868.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293869.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293870.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293871.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293872.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293873.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293874.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293875.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293876.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293879.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293880.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293881.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293882.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293883.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293884.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293885.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293886.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293887.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293888.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293889.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293890.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293891.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293892.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293893.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293894.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293895.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293896.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293897.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293898.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293899.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293900.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293901.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293902.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293903.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293904.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293905.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293906.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293907.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293908.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293909.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293910.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293911.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293914.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293915.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293916.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293917.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293918.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293919.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293920.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293921.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293922.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293923.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293924.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293925.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293926.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293929.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293930.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293931.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293932.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293933.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293934.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293935.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293936.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293937.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293939.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293940.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293941.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
KU293942.1	Thlaspi perfoliatum	Microthlaspi perfoliatum	Microthlaspi perfoliatum	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Microthlaspi	NCBI_LINEAGE
